id,Price_euros
653,355.5541
310,468.99738
892,1280.3223
338,2241.12
705,540.8248
273,1455.6566
758,2335.7827
1080,2169.855
1073,2127.2627
480,1353.14
1267,1832.3927
545,755.39886
153,389.11758
573,2346.0535
1150,2818.441
949,2595.307
160,637.5255
537,1951.1138
1102,1433.6278
833,832.8462
513,1256.5885
1202,3063.0955
76,1610.4703
514,489.42328
133,2028.6078
1251,534.102
806,451.07462
1021,661.2436
206,1714.6193
870,1444.8927
179,864.4162
706,580.91974
416,2016.3009
534,1561.8837
989,821.2807
316,1028.6621
507,1688.0593
817,428.77136
776,1751.5028
831,1925.0223
1229,789.05414
295,1667.5211
660,1208.1372
612,772.26447
529,1576.4104
114,1168.7714
492,2451.1196
226,914.3158
695,328.83212
751,625.66644
644,555.97546
1185,792.11066
917,1935.3394
527,1162.5184
854,784.23285
182,1715.4983
346,896.26306
90,323.84232
468,1129.4149
1147,500.31708
1061,1348.4541
1156,1125.7969
496,703.14514
312,2375.7957
822,1005.2006
337,1700.9603
835,1232.3733
255,1024.3818
364,1794.6672
944,2088.5405
1266,640.7466
505,476.2532
350,625.0687
800,914.4206
567,814.0772
1242,2444.278
905,1045.0756
587,2105.4255
922,920.7162
259,1144.6127
1248,974.7721
641,305.1145
128,552.48553
215,2415.9526
756,666.91864
1054,1178.2081
651,1071.3583
86,1603.5658
1037,1374.5564
1299,1046.7455
1109,2302.9324
679,574.2708
1099,1524.3112
6,1658.8307
1163,972.18976
516,1939.0966
1115,1297.9496
977,1816.7854
910,1113.4056
962,540.47345
264,1123.3457
83,1196.4785
1295,1058.3119
158,1225.3016
487,731.7756
765,559.59143
445,628.2025
617,2069.3713
727,911.1442
108,1975.5083
918,1720.278
991,962.50793
81,1841.6296
122,709.8259
383,504.5977
951,1581.2766
75,1212.5856
421,913.5992
145,311.8731
8,1494.6282
175,646.20276
1123,2253.265
927,725.9837
875,1679.2512
1029,1125.7086
1265,761.33276
1033,506.40823
663,277.33157
184,597.6982
896,1600.9634
688,585.4166
984,776.5813
744,1250.4843
38,652.2637
1227,1478.835
605,1348.4541
1246,2045.3065
77,1900.3372
1252,509.57904
920,894.81995
805,982.5666
397,1221.6936
231,487.4575
1104,777.13617
1204,1007.82764
1217,1172.5754
149,1631.2072
461,677.7642
21,2065.0105
357,1717.9441
780,1967.9788
343,601.3126
737,248.09904
845,973.61365
173,1396.9141
781,826.2766
1164,303.80722
819,423.49042
277,924.1751
674,1607.7848
1279,1956.6718
1255,2925.9055
1240,1093.5891
41,1591.7444
719,1229.7631
298,2274.6367
935,1974.9436
826,837.4055
278,1421.3339
477,1895.7391
542,240.32744
151,587.1141
900,328.83212
1124,1014.1435
1216,335.77402
459,1024.2238
584,390.03195
294,558.163
1076,774.7308
91,1656.8694
632,1224.6353
1117,292.21536
457,833.0313
326,536.5274
925,2509.8406
398,246.80118
940,1728.3453
363,741.8872
906,682.772
820,679.0812
1020,1267.7893
556,1563.6855
384,1264.0828
885,1050.0039
1285,1175.787
438,428.756
837,2000.1934
979,962.83026
548,467.1856
170,784.1424
62,1743.4352
309,497.5284
816,1668.4993
22,435.06467
285,2637.8716
668,533.6936
417,1641.4169
685,1462.1757
1049,690.6053
440,698.8774
299,1491.7739
1188,735.1563
552,516.3689
586,482.3696
783,1349.4915
1070,818.03394
1210,940.0537
1014,224.65059
501,1395.4961
140,1129.542
235,469.16498
317,844.7359
861,971.65924
257,1167.1715
1200,338.69928
371,1150.2748
1112,355.85742
419,2087.277
385,577.2214
1281,1036.0411
524,1808.1838
1015,574.17737
1236,416.7557
1036,1352.0548
