id,Price_euros
910,1118.3271
962,534.8191
264,1127.3441
83,1195.0304
1295,1058.3762
158,1221.751
487,729.4182
765,563.7638
445,620.47705
617,2070.1238
727,907.94836
108,1976.837
918,1726.4049
991,966.1387
81,1839.8658
122,707.4577
383,503.29266
951,1581.9424
75,1221.0088
421,917.25214
145,312.07126
8,1500.2528
175,644.04816
1123,2248.599
927,724.1184
875,1690.4615
1029,1126.5145
1265,765.062
1033,509.8782
663,280.0908
184,599.38934
896,1599.9572
688,585.1237
984,776.42535
744,1248.4081
38,642.388
1227,1486.1622
605,1356.1952
1246,2049.7896
77,1911.7933
1252,506.96185
920,896.3228
805,982.2059
397,1230.8016
231,493.2136
1104,779.42303
1204,1001.8845
1217,1172.8351
149,1629.3635
461,678.36774
21,2075.3062
357,1728.4805
780,1967.0593
343,599.17114
737,251.01985
845,971.691
173,1394.1691
781,826.13214
1164,295.98184
819,427.9502
277,924.63635
674,1607.6765
1279,1961.0115
1255,2933.082
1240,1084.3966
41,1590.9292
719,1235.1835
298,2270.2358
935,1973.7767
826,834.1407
278,1409.6559
477,1892.361
542,243.62524
151,587.29913
900,331.54657
1124,1013.0515
1216,338.00513
459,1027.3113
584,391.4678
294,563.7098
1076,769.8348
91,1649.5459
632,1232.4713
1117,297.19382
457,838.363
326,544.7351
925,2522.203
398,243.34647
940,1737.4023
363,740.52057
906,680.04736
820,679.89575
1020,1257.7399
556,1564.8921
384,1261.1912
885,1055.2699
1285,1173.6119
438,426.99524
837,2023.7069
979,959.8619
548,466.51248
170,795.8122
62,1743.944
309,494.95612
816,1668.9894
22,430.01593
285,2647.9333
668,535.62885
417,1650.1879
685,1454.1942
1049,694.80334
440,701.1799
299,1490.1534
1188,740.6344
552,519.3672
586,482.0574
783,1350.127
1070,825.042
1210,939.56665
1014,226.81834
501,1393.1776
140,1127.1512
235,475.94022
317,848.11005
861,963.0833
257,1167.0225
1200,341.3414
371,1149.9924
1112,348.62198
419,2083.6199
385,577.8196
1281,1039.8296
524,1805.5493
1015,579.1847
1236,419.31293
1036,1354.9412
